uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyPosition,canopyStatus,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,shapefileID,collectedBy,recordedBy,remarks,dataQF
"b4b6d81a-8ae5-4e7e-89b0-8d519cb1de2c","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","evergreenForest","WGS84",17.972768,-66.851235,20.1,149.5,0.14,"NEON.DOC.001024vE","2018-04-26T14:55Z","2018-05-11",,"31","Woody individual","pole pruner","xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyRbC9EIJng0k=","A00000007250",,"xIqeKa1cF5yM8COs61ByxNYWb0J8TMOytye/63qwOOM=","B00000013150",,,,,,,,"Y","04566","NEON.PLA.D04.GUAN.04566","BUBU","Bucida buceras L.","OK",,,5.2,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
"a8331539-4e08-4797-859f-e00809663923","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","evergreenForest","WGS84",17.972768,-66.851235,20.1,149.5,0.14,"NEON.DOC.001024vE","2018-04-26T15:30Z","2018-05-11",,"31","Woody individual","pole pruner","xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCvxEJCgkEmyU=","A00000007251",,"xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCgxqB/LlpttU=","B00000013151",,,,,,,,"N","08869Z","NEON.PLA.D04.GUAN.08869Z","EURH","Eugenia rhombea (Berg) Krug & Urb.","OK",,,6.2,,,,,,"gtavarez@battelleecology.org","amegill@battelleecology.org",,
"ff01c913-cd6c-4dcf-a455-0405066069eb","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","evergreenForest","WGS84",17.972832,-66.857711,20.1,172.4,0.17,"NEON.DOC.001024vE","2018-04-27T11:05Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5yb+I75mt2ilJpUZuriRhi37u+QQdnREpA=","A00000005672",,"xIqeKa1cF5yb+I75mt2ilJpUZuriRhi3cS7ns4IwpObxiuNuak/ABg==","B00000013109",,,,,,,,"Y","02782A","NEON.PLA.D04.GUAN.02782A","PIAL3","Pisonia albida (Heimerl) Britton ex Standl.","OK",,,4.5,,,,,,"ajimenez@battelleecology.org","lapontediaz@battelleecology.org",,
"b710b1d9-778b-4a0e-82c2-483f282e4bf3","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","evergreenForest","WGS84",17.972832,-66.857711,20.1,172.4,0.17,"NEON.DOC.001024vE","2018-04-27T11:35Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNRxwk/ZU9M4U=","A00000007247",,"xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuN+Kp8JVGhNlU=","B00000013108",,,,,,,,"Y","02440","NEON.PLA.D04.GUAN.02440","BUSI","Bursera simaruba (L.) Sarg.","OK",,,6.0,,,,,,"ajimenez@battelleecology.org","lapontediaz@battelleecology.org",,
"54d3be2a-34d9-4510-aba0-8ea8f2540864","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","evergreenForest","WGS84",17.972832,-66.857711,20.1,172.4,0.17,"NEON.DOC.001024vE","2018-04-27T11:59Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXBaRIowYiH6k=","A00000005673",,"xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXz+QPwLU4t/A=","B00000013126",,,,,,,,"Y","02790","NEON.PLA.D04.GUAN.02790","BUBU","Bucida buceras L.","OK",,,5.3,6.0,,,,,"ajimenez@battelleecology.org","lapontediaz@battelleecology.org",,
"7ef63a2a-8cb6-4c50-b3cf-3a0c5f4332de","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","evergreenForest","WGS84",17.973138,-66.861701,20.1,181.0,0.17,"NEON.DOC.001024vE","2018-04-27T13:14Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBlmQHM/GjOGU=","A00000007243",,"xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBpUlOyHfILqVDcyipsNgY8g==","B00000013125",,,,,,,,"Y","02073","NEON.PLA.D04.GUAN.02073","PIAL3","Pisonia albida (Heimerl) Britton ex Standl.","OK",,,5.7,,,,,,"ajimenez@battelleecology.org","amegill@battelleecology.org",,
"bef42951-7362-4515-9ae0-d5d47ea7e597","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","evergreenForest","WGS84",17.973138,-66.861701,20.1,181.0,0.17,"NEON.DOC.001024vE","2018-04-27T13:33Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5w1nHnXZJaXrn135RaJdyucJQgfIA9El9U=","A00000007241",,"xIqeKa1cF5w1nHnXZJaXrn135RaJdyucjQJwFP93Ivg=","B00000013123",,,,,,,,"Y","02069","NEON.PLA.D04.GUAN.02069","BUSI","Bursera simaruba (L.) Sarg.","OK",,,6.9,,,,,,"ajimenez@battelleecology.org","amegill@battelleecology.org",,
"74b5f512-dcc6-42c9-a76c-72cea8ed28e0","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","evergreenForest","WGS84",17.973138,-66.861701,20.1,181.0,0.17,"NEON.DOC.001024vE","2018-04-27T13:54Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNVO1lR8omq1I=","A00000007242",,"xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNpLZ8OtVLx78=","B00000013124",,,,,,,,"N","08877Z","NEON.PLA.D04.GUAN.08877Z","AMEL","Amyris elemifera L.","OK",,,5.6,,,,,,"ajimenez@battelleecology.org","amegill@battelleecology.org",,
"2da46518-0092-44e2-ae75-aabc41af67f3","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","evergreenForest","WGS84",17.972442,-66.871318,20.1,175.2,0.10,"NEON.DOC.001024vE","2018-04-27T14:35Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtgx/WU/6i1rs=","A00000005674",,"xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtqUhObs9FVZ3RGbeGP04lqA==","B00000013122",,,,,,,,"Y","05287","NEON.PLA.D04.GUAN.05287","BOSU2","Bourreria succulenta Jacq.","OK",,,3.7,,,,,,"amegill@battelleecology.org","amegill@battelleecology.org",,
"4b103683-5a13-42b1-b443-a34184135aa1","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","evergreenForest","WGS84",17.972442,-66.871318,20.1,175.2,0.10,"NEON.DOC.001024vE","2018-04-27T15:45Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=","A00000005675",,"xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSVex0PazLWEc=","B00000013121",,,,,,,,"N","08870Z","NEON.PLA.D04.GUAN.08870Z","AMEL","Amyris elemifera L.","OK",,,2.4,,,,,,"amegill@battelleecology.org","amegill@battelleecology.org",,
"7e582d21-bc61-43c9-9f63-887aa0010888","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","evergreenForest","WGS84",17.972442,-66.871318,20.1,175.2,0.10,"NEON.DOC.001024vE","2018-04-27T16:25Z","2018-05-10",,"31","Woody individual","pole pruner","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=","A00000007252",,"xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++VH0Npb4O/1E=","B00000013120",,,,,,,,"N","08786Z","NEON.PLA.D04.GUAN.08786Z","COKR","Coccoloba krugii Lindau","OK",,,3.7,,,,,,"amegill@battelleecology.org","amegill@battelleecology.org",,
"444261be-e65e-46db-82ff-c524af1ba375","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","evergreenForest","WGS84",17.967743,-66.864301,20.1,122.4,0.15,"NEON.DOC.001024vE","2018-04-30T13:50Z","2018-05-10",,"23","Woody individual","pole pruner","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=","A00000005676",,"xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOVPKIftTr4kE=","B00000013148",,,,,,,,"Y","08289","NEON.PLA.D04.GUAN.08289","BUSI","Bursera simaruba (L.) Sarg.","OK",,,5.7,,,,,,"amegill@battelleecology.org","amegill@battelleecology.org",,
"03112a1f-cec3-4bf2-bd8e-3112ba6668fb","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","evergreenForest","WGS84",17.967743,-66.864301,20.1,122.4,0.15,"NEON.DOC.001024vE","2018-04-30T14:19Z","2018-05-10",,"23","Woody individual","pole pruner","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=","A00000005677",,"xIqeKa1cF5xOrWWSAns41AVTeBtlBodS1la5liPmXmS+h4imiTVvng==","B00000013147",,,,,,,,"Y","01201","NEON.PLA.D04.GUAN.01201","PIAL3","Pisonia albida (Heimerl) Britton ex Standl.","OK",,,2.8,0.4,,,,,"amegill@battelleecology.org","amegill@battelleecology.org",,
"cc9ddfde-4b81-4f5d-8c22-4e51fcfd752f","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","evergreenForest","WGS84",17.967743,-66.864301,20.1,122.4,0.15,"NEON.DOC.001024vE","2018-04-30T14:23Z","2018-05-10",,"23","Woody individual","pole pruner","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=","A00000007236",,"xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLIRaaEx/mons=","B00000013119",,,,,,,,"Y","01211","NEON.PLA.D04.GUAN.01211","BUBU","Bucida buceras L.","OK",,,5.0,,,,,,"amegill@battelleecology.org","amegill@battelleecology.org",,
