uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyPosition,canopyStatus,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,shapefileID,collectedBy,recordedBy,remarks,dataQF,publicationDate,release
913e2050-2140-45c7-ad59-0fc5b2aec210,HARV_013.basePlot.cfc,D01,HARV,HARV_013,distributed,evergreenForest,WGS84,42.392282,-72.254598,20.2,184.6,0.24,NEON.DOC.001024vE,2018-09-05T16:06Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccdU9XU1geX3p7dBL1yeO83xJfU2OND+zK4=,A00000000780,,AVQkM2txccdU9XU1geX3p7dBL1yeO83xk/bouhWA5IQ=,D00000007979,,,,,,,,Y,01146,NEON.PLA.D01.HARV.01146,QURU,Quercus rubra L.,OK,,,22.8,,,,,,jlerner@battelleecology.org,gvanscoy@field-ops.org,"",,20211221T200614Z,RELEASE-2022
ce1ee66c-10d9-4b08-9a0d-394cefb65ee6,HARV_006.basePlot.cfc,D01,HARV,HARV_006,distributed,deciduousForest,WGS84,42.403087,-72.25372,20.1,188.8,0.14,NEON.DOC.001024vE,2018-09-05T18:04Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccff87SxuZNcE+iY147qeowcrBke51Z5alM=,A00000000765,,AVQkM2txccff87SxuZNcE+iY147qeowcfWOIYRLftFk=,D00000007984,,,,,,,,Y,01779,NEON.PLA.D01.HARV.01779,QURU,Quercus rubra L.,OK,,,17.3,,,,,,jlerner@battelleecology.org,gvanscoy@field-ops.org,"",,20211221T200614Z,RELEASE-2022
2f64341e-5685-4474-b9ca-18c4516ecfae,HARV_006.basePlot.cfc,D01,HARV,HARV_006,distributed,deciduousForest,WGS84,42.403087,-72.25372,20.1,188.8,0.14,NEON.DOC.001024vE,2018-09-06T13:01Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txcccbfq2mByGOeXPHFFcT7zucTX5MUkVCdZs=,A00000000747,,AVQkM2txcccbfq2mByGOeXPHFFcT7zucXukXAzNK/EQ=,D00000008019,,,,,,,,Y,01176,NEON.PLA.D01.HARV.01176,QUAL,Quercus alba L.,Insect damaged,,,12.2,,,,,,Mbara@battelleecology.org,gvanscoy@field-ops.org,"",,20211221T200614Z,RELEASE-2022
06783c28-959d-402a-9603-6e5af1b4c8be,HARV_006.basePlot.cfc,D01,HARV,HARV_006,distributed,deciduousForest,WGS84,42.403087,-72.25372,20.1,188.8,0.14,NEON.DOC.001024vE,2018-09-06T14:34Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccenLB73JxEdacLoLcwaSeCKrDi+Yo1Cuyg=,A00000000764,,AVQkM2txccenLB73JxEdacLoLcwaSeCKVyfJWp3MM4I=,D00000008013,,,,,,,,Y,01163,NEON.PLA.D01.HARV.01163,QUVE,Quercus velutina Lam.,OK,,,14.5,,,,,,Mbara@battelleecology.org,gvanscoy@field-ops.org,"",,20211221T200614Z,RELEASE-2022
805b2cca-7b05-4976-95ea-f329b4dcfc1e,HARV_004.basePlot.cfc,D01,HARV,HARV_004,distributed,mixedForest,WGS84,42.427091,-72.229737,20.2,199.7,0.18,NEON.DOC.001024vE,2018-09-06T16:56Z,2018-09-05,,31,Woody individual,line launcher,AVQkM2txccfoJDNLYOYIVdYKO96X0hP5YNhoGUjrzdg=,A00000000743,,AVQkM2txccfoJDNLYOYIVdYKO96X0hP5qNBjBC9Klnw=,D00000007992,,,,,,,,Y,01928,NEON.PLA.D01.HARV.01928,ACRU,Acer rubrum L.,Disease damaged,,,19.5,,,,,,Mbara@battelleecology.org,gvanscoy@field-ops.org,"",,20211221T200614Z,RELEASE-2022
26899a46-20c3-4ca8-9111-8d54c6fe750d,HARV_004.basePlot.cfc,D01,HARV,HARV_004,distributed,mixedForest,WGS84,42.427091,-72.229737,20.2,199.7,0.18,NEON.DOC.001024vE,2018-09-06T18:11Z,2018-09-05,,31,Woody individual,line launcher,AVQkM2txccfr8sOhlxEHYwQ7kBCYQdB7W5OTZwMQwvE=,A00000000758,,AVQkM2txccfr8sOhlxEHYwQ7kBCYQdB7kGfPBInV5WLU54xAzu4PYw==,D00000007990,,,,,,,,Y,01913,NEON.PLA.D01.HARV.01913,CAOV2,Carya ovata (Mill.) K. Koch,Disease damaged,,,12.7,,,,,,Mbara@battelleecology.org,gvanscoy@field-ops.org,"",,20211221T200614Z,RELEASE-2022
2eb12da7-67d3-4db2-a4e0-1c9d3b19ff8b,HARV_004.basePlot.cfc,D01,HARV,HARV_004,distributed,mixedForest,WGS84,42.427091,-72.229737,20.2,199.7,0.18,NEON.DOC.001024vE,2018-09-07T14:22Z,2018-09-05,,31,Woody individual,line launcher,AVQkM2txcccSmS/+trysX9MD/YSgk8+T4vjMfdPDA4I=,A00000000767,,AVQkM2txcccSmS/+trysX9MD/YSgk8+Ta5utHpXhGbA=,D00000007986,,,,,,,,Y,01937,NEON.PLA.D01.HARV.01937,QUAL,Quercus alba L.,OK,,,17.2,,,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
cdc1a945-afcf-4c65-836a-e3453bedcf99,HARV_010.basePlot.cfc,D01,HARV,HARV_010,distributed,mixedForest,WGS84,42.424723,-72.254599,20.1,206.9,0.1,NEON.DOC.001024vE,2018-09-07T17:11Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txcccPybg3jdEvENrtT75oYMHcXgqTe+G80ok=,A00000000790,,AVQkM2txcccPybg3jdEvENrtT75oYMHcdsYMXBGTcTo=,D00000008001,,,,,,,,Y,01397,NEON.PLA.D01.HARV.01397,PIST,Pinus strobus L.,OK,,,16.7,,,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
9def6ba4-8eb5-4005-8f3c-dbc960656ac9,HARV_010.basePlot.cfc,D01,HARV,HARV_010,distributed,mixedForest,WGS84,42.424723,-72.254599,20.1,206.9,0.1,NEON.DOC.001024vE,2018-09-07T17:18Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txcccewditTwq1KuTCeBLO/0I69XwYsO5JkgA=,A00000000759,,AVQkM2txcccewditTwq1KuTCeBLO/0I6sqiSgBniULw=,D00000007974,,,,,,,,Y,01660,NEON.PLA.D01.HARV.01660,QURU,Quercus rubra L.,OK,,,19.6,,,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
82554825-2b7b-4e69-b103-85ec033c4a48,HARV_010.basePlot.cfc,D01,HARV,HARV_010,distributed,mixedForest,WGS84,42.424723,-72.254599,20.1,206.9,0.1,NEON.DOC.001024vE,2018-09-07T18:21Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txcccWZgV/vveh/oF23uonq/XmCwAmhLDCbJc=,A00000000766,,AVQkM2txcccWZgV/vveh/oF23uonq/Xm+8JAhaJG1Wg=,D00000007985,,,,,,,,Y,01650,NEON.PLA.D01.HARV.01650,TSCA,Tsuga canadensis (L.) Carrière,OK,,,5.5,,,,,,jlerner@battelleecology.org,rwilliams@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
17560602-5c1e-48da-87c1-9bfb8fc6d786,HARV_022.basePlot.cfc,D01,HARV,HARV_022,distributed,evergreenForest,WGS84,42.434188,-72.198776,20.2,193.5,0.31,NEON.DOC.001024vE,2018-09-10T15:13Z,2018-09-02,,31,Woody individual,line launcher,AVQkM2txccc6noxeRrSOsudACi5yacTWac7zJEpUOd0=,A00000000789,,AVQkM2txccc6noxeRrSOsudACi5yacTWbR9ErTqo2nQ=,D00000007975,,,,,,,,Y,01422,NEON.PLA.D01.HARV.01422,PIST,Pinus strobus L.,OK,,,18.4,,,,,,gvanscoy@field-ops.org,muffenbeck@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
b42055fa-165d-402a-98f6-cef23b36a342,HARV_022.basePlot.cfc,D01,HARV,HARV_022,distributed,evergreenForest,WGS84,42.434188,-72.198776,20.2,193.5,0.31,NEON.DOC.001024vE,2018-09-10T16:11Z,2018-09-02,,31,Woody individual,line launcher,AVQkM2txccc6noxeRrSOspAHhVexlzM8mwyaXdOFLv0=,A00000000751,,AVQkM2txccc6noxeRrSOspAHhVexlzM83ihk2PSAZ3E=,D00000008000,,,,,,,,Y,01226,NEON.PLA.D01.HARV.01226,PIST,Pinus strobus L.,OK,,,18.8,,,,,,gvanscoy@field-ops.org,muffenbeck@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
dda2ca06-0f7f-45bf-81c2-832c701989f9,HARV_022.basePlot.cfc,D01,HARV,HARV_022,distributed,evergreenForest,WGS84,42.434188,-72.198776,20.2,193.5,0.31,NEON.DOC.001024vE,2018-09-10T17:31Z,2018-09-02,,31,Woody individual,line launcher,AVQkM2txccc6noxeRrSOstsf5AN8gGYTM9iUT5t+h/M=,A00000000749,,AVQkM2txccc6noxeRrSOstsf5AN8gGYTCQBmmI3PnTM=,D00000007994,,,,,,,,Y,01410,NEON.PLA.D01.HARV.01410,PIST,Pinus strobus L.,OK,,,17.2,,,,,,gvanscoy@field-ops.org,muffenbeck@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
0d23e380-3f6c-4e5e-a680-1e75b9b698b6,HARV_037.basePlot.cfc,D01,HARV,HARV_037,tower,evergreenForest,WGS84,42.537308,-72.179312,20.1,361.9,0.17,NEON.DOC.001024vE,2018-09-10T19:01Z,2018-09-02,,41,Woody individual,line launcher,AVQkM2txcceLRS2ArSfV2TKAS6PImhMJOsxtT1HohFU=,A00000000785,,AVQkM2txcceLRS2ArSfV2TKAS6PImhMJ7y/4zzIY57E=,D00000007988,,,,,,,,Y,05180,NEON.PLA.D01.HARV.05180,TSCA,Tsuga canadensis (L.) Carrière,Insect damaged,,,17.3,,,,,,gvanscoy@field-ops.org,muffenbeck@battelleecology.org,Hemlock woolly adelgid,,20211221T200614Z,RELEASE-2022
099b8556-6d5b-4e41-b6e4-c622419c1aa4,HARV_021.basePlot.cfc,D01,HARV,HARV_021,distributed,evergreenForest,WGS84,42.45243,-72.250472,20.1,175.1,0.1,NEON.DOC.001024vE,2018-09-11T13:40Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txcceHQFirHzLlz4nW78zFSrJxK9BWZIIqEpY=,A00000000776,,AVQkM2txcceHQFirHzLlz4nW78zFSrJxJUznbcKpMhs=,D00000007991,,,,,,,,Y,02829,NEON.PLA.D01.HARV.02829,ACRU,Acer rubrum L.,Disease damaged,,,3.9,,,,,,gvanscoy@field-ops.org,jwebber@field-ops.org,"",,20211221T200614Z,RELEASE-2022
8ee7238c-cb64-4e4a-99f6-3d72b0492c8d,HARV_021.basePlot.cfc,D01,HARV,HARV_021,distributed,evergreenForest,WGS84,42.45243,-72.250472,20.1,175.1,0.1,NEON.DOC.001024vE,2018-09-11T16:34Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHAMiMLvYo7JM=,A00000000791,,AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHSfyHVzTZlUM=,D00000007978,,,,,,,,Y,05565,NEON.PLA.D01.HARV.05565,PIST,Pinus strobus L.,OK,,,17.6,,,,,,gvanscoy@field-ops.org,jwebber@field-ops.org,"",,20211221T200614Z,RELEASE-2022
2be951be-185c-4c2d-a7de-420ebf68bda2,HARV_021.basePlot.cfc,D01,HARV,HARV_021,distributed,evergreenForest,WGS84,42.45243,-72.250472,20.1,175.1,0.1,NEON.DOC.001024vE,2018-09-11T17:39Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBPNXJVsHINiA=,A00000000787,,AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBw6mXlEWFqcs=,D00000007977,,,,,,,,Y,02549,NEON.PLA.D01.HARV.02549,PIST,Pinus strobus L.,OK,,,18.2,,,,,,gvanscoy@field-ops.org,jwebber@field-ops.org,"",,20211221T200614Z,RELEASE-2022
7ac6c424-9925-41bd-9b28-750594ada7c4,HARV_001.basePlot.cfc,D01,HARV,HARV_001,distributed,deciduousForest,WGS84,42.424246,-72.258285,20.1,190,0.17,NEON.DOC.001024vE,2018-09-12T13:32Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO2NZL09Hgnug=,A00000000761,,AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtOjHnNa+XxKcE=,D00000008004,,,,,,,,Y,01053,NEON.PLA.D01.HARV.01053,BELE,Betula lenta L.,OK,,,10.4,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
cb28a7fc-aade-4235-9243-d0293633e398,HARV_001.basePlot.cfc,D01,HARV,HARV_001,distributed,deciduousForest,WGS84,42.424246,-72.258285,20.1,190,0.17,NEON.DOC.001024vE,2018-09-12T14:25Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsv29qf/p3LSo=,A00000000748,,AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs5qDdK2dRN9Y=,D00000007989,,,,,,,,Y,01059,NEON.PLA.D01.HARV.01059,ACRU,Acer rubrum L.,OK,,,8.3,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
952fe158-e1f3-443d-bd91-e5c08182770d,HARV_001.basePlot.cfc,D01,HARV,HARV_001,distributed,deciduousForest,WGS84,42.424246,-72.258285,20.1,190,0.17,NEON.DOC.001024vE,2018-09-12T15:04Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccffTtmrmjG0vVZY8OLPbga3j9ACPpMZkdc=,A00000000779,,AVQkM2txccffTtmrmjG0vVZY8OLPbga3nJ2mJEVWpGY=,D00000008005,,,,,,,,Y,01054,NEON.PLA.D01.HARV.01054,QURU,Quercus rubra L.,OK,,,17.9,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
14d090b2-f405-4d7f-befd-be57b9178a71,HARV_005.basePlot.cfc,D01,HARV,HARV_005,distributed,deciduousForest,WGS84,42.489469,-72.275158,20.1,189.8,0.3,NEON.DOC.001024vE,2018-09-12T17:31Z,2018-09-05,,31,Woody individual,line launcher,AVQkM2txcccKiof8yXpZAHuQDF5jQZnUzJcb1+fDsIE=,A00000000777,,AVQkM2txcccKiof8yXpZAHuQDF5jQZnUm4ggpq8z3Q0=,D00000008008,,,,,,,,Y,01532,NEON.PLA.D01.HARV.01532,QURU,Quercus rubra L.,OK,,,20.3,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
713cfde3-7b9b-4956-a50a-cd94588aeac3,HARV_005.basePlot.cfc,D01,HARV,HARV_005,distributed,deciduousForest,WGS84,42.489469,-72.275158,20.1,189.8,0.3,NEON.DOC.001024vE,2018-09-12T18:02Z,2018-09-05,,31,Woody individual,line launcher,AVQkM2txcceHcJqM/wRpOotLqLf5uwVmZL07MDmXjW4=,A00000000782,,AVQkM2txcceHcJqM/wRpOotLqLf5uwVmi3LVDLB2JZ4=,D00000008007,,,,,,,,Y,01559,NEON.PLA.D01.HARV.01559,ACRU,Acer rubrum L.,OK,,,13.9,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
8a683065-ac7c-46b5-9571-aad10b053a58,HARV_005.basePlot.cfc,D01,HARV,HARV_005,distributed,deciduousForest,WGS84,42.489469,-72.275158,20.1,189.8,0.3,NEON.DOC.001024vE,2018-09-12T18:43Z,2018-09-05,,31,Woody individual,line launcher,AVQkM2txcccKiof8yXpZAIZh3QZPb/WruL57gVIC+GE=,A00000000741,,AVQkM2txcccKiof8yXpZAIZh3QZPb/WrwOYxNoOaS9s=,D00000008009,,,,,,,,Y,01545,NEON.PLA.D01.HARV.01545,QURU,Quercus rubra L.,Insect damaged,,,17.3,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
f19172d6-057f-4f6c-a3e0-30ee4346b3ac,HARV_002.basePlot.cfc,D01,HARV,HARV_002,distributed,deciduousForest,WGS84,42.478565,-72.259572,20.1,193.6,0.14,NEON.DOC.001024vE,2018-09-13T13:17Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccfiSjgtVV+ppr9FMbi3QSanDTsoqzSu/KE=,A00000000781,,AVQkM2txccfiSjgtVV+ppr9FMbi3QSancpDIdLHT3CI=,D00000008002,,,,,,,,Y,03223,NEON.PLA.D01.HARV.03223,BELE,Betula lenta L.,OK,,,13.3,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
113b85f3-4d24-4654-a880-aae962c07588,HARV_002.basePlot.cfc,D01,HARV,HARV_002,distributed,deciduousForest,WGS84,42.478565,-72.259572,20.1,193.6,0.14,NEON.DOC.001024vE,2018-09-13T13:48Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccdwqwobATHHU2r8Mh0CVy+IIuJthUt1BUc=,A00000000784,,AVQkM2txccdwqwobATHHU2r8Mh0CVy+I5P1XjE2pVlg=,D00000008006,,,,,,,,Y,03231,NEON.PLA.D01.HARV.03231,QURU,Quercus rubra L.,Insect damaged,,,11.5,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
706b32f2-21f1-47d3-9c00-57dac43ec45e,HARV_002.basePlot.cfc,D01,HARV,HARV_002,distributed,deciduousForest,WGS84,42.478565,-72.259572,20.1,193.6,0.14,NEON.DOC.001024vE,2018-09-13T15:14Z,2018-09-03,,31,Woody individual,line launcher,AVQkM2txccfiSjgtVV+pptOYsYeSWQKy/Cef7KABvT4=,A00000000742,,AVQkM2txccfiSjgtVV+pptOYsYeSWQKyk88tXplDPUQ=,D00000007982,,,,,,,,Y,03230,NEON.PLA.D01.HARV.03230,BELE,Betula lenta L.,OK,,,7.2,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
46db7ebd-00b8-455f-ad79-7f01b7ad47da,HARV_020.basePlot.cfc,D01,HARV,HARV_020,distributed,woodyWetlands,WGS84,42.436767,-72.228878,20.2,225.4,0.27,NEON.DOC.001024vE,2018-09-13T18:20Z,2018-09-05,,31,Woody individual,line launcher,AVQkM2txccef2labSJF6XRr/e6EabGRtYmCyKOw2YUM=,A00000000778,,AVQkM2txccef2labSJF6XRr/e6EabGRtzK8D7rIUrwirTpidw83pvw==,D00000008018,,,,,,,,Y,01967,NEON.PLA.D01.HARV.01967,FRAM2,Fraxinus americana L.,OK,,,22.7,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
08697002-a5fa-4c78-8c4e-e18331cf8fff,HARV_020.basePlot.cfc,D01,HARV,HARV_020,distributed,woodyWetlands,WGS84,42.436767,-72.228878,20.2,225.4,0.27,NEON.DOC.001024vE,2018-09-13T19:07Z,2018-09-05,,31,Woody individual,line launcher,AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh2kQz3M3JqDs=,A00000000775,,AVQkM2txcce10wz3R9YDPCy/qOkm4YuhhYVuvsSYX80=,D00000008017,,,,,,,,Y,02044,NEON.PLA.D01.HARV.02044,ACRU,Acer rubrum L.,OK,,,24.6,,,,,,Mbara@battelleecology.org,opiscitelli@battelleecology.org,"",,20211221T200614Z,RELEASE-2022
